Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expected Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Ezri Konsa,ENG,Aston Villa,DF,27,30,29,2576,1,0,0,0,0.9,0.4,16,73,11,0.03,0.0,0.03,0.01,N/a,N/a,N/a,N/a,33.3,0.1,0.11,9.1,1372,92.7,7566,96.3,95.7,65.0,5,93,1,0,73,23,0.8,3,0.1,32,17,22,4,17,9,8,21,1693,213,795,807,99,20,17,41.2,41.2,986,2465,16,11,2,16,9,1177,11,6,42,0,5,86,27,21,56.3,1
John McGinn,SCO,Aston Villa,"MF,FW",30,30,24,1992,1,3,7,0,2.9,3.4,30,90,70,0.05,0.14,0.13,0.15,N/a,N/a,N/a,N/a,19.2,0.23,0.04,16.2,635,82.8,2779,91.6,86.5,59.8,27,60,27,7,90,66,2.98,6,0.27,31,22,26,15,20,2,18,14,965,27,154,514,307,52,43,39.5,27.9,530,1142,30,16,6,33,25,677,70,43,63,3,50,92,15,10,60.0,1
Edson Álvarez,MEX,West Ham,MF,27,25,19,1633,0,1,8,1,0.3,0.8,21,75,18,0.0,0.06,0.02,0.04,N/a,N/a,N/a,N/a,9.1,0.06,0.00,26.7,763,85.7,3657,88.8,89.7,73.5,11,80,11,3,75,25,1.38,2,0.11,44,23,33,18,21,8,13,16,1101,61,323,612,174,12,31,45.2,38.7,603,1528,21,20,2,25,13,734,18,37,18,4,6,78,28,20,58.3,1
Joelinton,BRA,Newcastle Utd,"MF,FW",28,29,29,2393,4,3,10,0,3.9,2.5,40,116,110,0.15,0.11,0.15,0.09,N/a,N/a,N/a,N/a,28.9,0.49,0.09,14.0,863,82.7,3384,87.7,86.6,60.0,23,80,17,2,116,61,2.29,9,0.34,57,35,44,19,37,7,30,23,1360,67,256,670,448,83,46,32.6,60.9,729,1786,40,26,9,39,53,934,110,58,35,7,16,149,59,46,56.2,1
Fabian Schär,SUI,Newcastle Utd,DF,33,30,29,2575,4,0,7,1,2.1,0.4,14,95,17,0.14,0.0,0.07,0.01,N/a,N/a,N/a,N/a,34.5,0.35,0.14,21.9,1457,83.6,11237,92.5,92.7,51.4,5,139,10,0,95,27,0.94,3,0.1,32,19,33,19,36,24,12,40,2033,235,1059,858,127,31,12,66.7,16.7,1281,3303,14,23,2,11,6,1416,17,31,12,4,9,123,40,61,39.6,1
Kenny Tete,NED,Fulham,DF,29,18,17,1438,0,2,3,0,1.2,0.9,33,46,45,0.0,0.13,0.08,0.05,N/a,N/a,N/a,N/a,9.1,0.13,0.00,16.0,644,81.2,3331,91.7,79.9,60.2,7,56,7,5,46,30,1.88,3,0.19,49,34,32,12,20,6,14,28,995,57,319,406,278,32,18,44.4,27.8,517,1208,33,20,7,16,11,573,45,25,14,0,26,61,18,12,60.0,1
Facundo Buonanotte,ARG,Leicester City,"FW,MF",20,29,14,1474,4,2,7,0,3.8,3.1,39,52,69,0.24,0.12,0.23,0.19,N/a,N/a,N/a,N/a,29.4,0.61,0.12,17.9,430,76.6,1715,85.7,81.9,48.6,24,40,13,2,52,50,3.05,4,0.24,53,32,68,46,32,6,26,11,850,26,127,437,299,36,79,32.9,62.0,465,1320,39,26,8,53,39,516,69,35,33,3,41,77,17,35,32.7,1
Joe Aribo,NGA,Southampton,"MF,DF",28,30,20,1909,3,0,1,0,2.7,1.6,35,71,64,0.14,0.0,0.13,0.07,N/a,N/a,N/a,N/a,41.2,0.33,0.18,14.0,878,88.5,2506,91.3,90.9,68.9,16,50,4,1,71,37,1.75,1,0.05,44,30,34,17,24,9,15,20,1203,46,288,632,294,44,46,39.1,47.8,708,1923,35,28,12,25,16,879,64,20,28,1,10,110,25,21,54.3,1
Joachim Andersen,DEN,Fulham,DF,28,25,25,2223,0,0,5,1,0.9,0.3,13,103,2,0.0,0.0,0.04,0.01,N/a,N/a,N/a,N/a,25.0,0.16,0.00,15.7,1437,82.9,12972,91.5,93.6,55.8,3,169,6,3,103,30,1.22,2,0.08,24,17,20,7,31,25,6,30,2019,285,1056,886,89,19,6,66.7,0.0,1175,2831,13,12,1,5,3,1393,2,15,17,0,10,105,61,35,63.5,1
Kieran Trippier,ENG,Newcastle Utd,DF,34,23,13,1192,0,3,1,0,0.1,1.3,25,106,52,0.0,0.23,0.01,0.1,N/a,N/a,N/a,N/a,0.0,0.0,0.00,22.2,941,82.1,5613,94.1,85.4,47.8,19,65,17,2,106,49,3.7,6,0.45,36,19,34,13,9,3,6,11,1264,45,353,549,370,12,7,57.1,42.9,563,1140,25,13,4,11,7,780,52,16,10,2,74,61,19,14,57.6,1
Kobbie Mainoo,ENG,Manchester Utd,MF,20,20,16,1352,0,0,5,0,0.5,1.5,19,55,36,0.0,0.0,0.04,0.1,N/a,N/a,N/a,N/a,9.1,0.07,0.00,20.4,608,86.2,2051,92.0,88.4,70.3,13,45,9,0,55,26,1.73,1,0.07,38,24,34,13,15,2,13,18,888,17,170,503,223,31,42,47.6,47.6,547,1045,19,13,9,27,31,631,36,24,19,2,4,74,17,25,40.5,1
Malo Gusto,FRA,Chelsea,DF,21,28,19,1819,0,1,4,0,1.7,1.2,48,118,84,0.0,0.05,0.08,0.06,N/a,N/a,N/a,N/a,18.2,0.2,0.00,21.3,1168,86.4,4800,93.1,88.2,61.3,20,107,18,6,118,56,2.77,4,0.2,43,28,47,23,29,8,21,23,1553,57,375,752,438,42,15,26.7,66.7,861,2170,48,35,8,16,17,1047,84,20,18,2,51,114,8,15,34.8,1
Manuel Akanji,SUI,Manchester City,DF,29,22,20,1711,0,0,3,0,0.7,0.4,38,135,6,0.0,0.0,0.04,0.02,N/a,N/a,N/a,N/a,10.0,0.05,0.00,16.3,1395,93.9,6253,95.9,95.5,73.9,9,150,11,2,135,34,1.79,2,0.11,15,10,12,5,11,8,3,7,1598,108,472,776,352,11,2,100.0,0.0,1044,3286,38,52,0,4,5,1264,6,16,9,0,11,86,24,29,45.3,1
Joël Veltman,NED,Brighton,DF,33,19,19,1643,0,0,4,0,0.5,0.5,29,79,32,0.0,0.0,0.03,0.03,N/a,N/a,N/a,N/a,16.7,0.05,0.00,19.7,716,80.0,3157,89.8,80.6,63.3,6,61,8,5,79,22,1.21,1,0.05,42,28,51,21,22,7,15,18,1097,64,327,540,240,10,15,26.7,33.3,524,1414,29,22,3,19,7,598,32,26,42,0,23,67,21,18,53.8,1
Manuel Ugarte Ribeiro,URU,Manchester Utd,MF,24,25,20,1590,1,0,9,0,0.8,0.6,10,53,19,0.06,0.0,0.05,0.03,N/a,N/a,N/a,N/a,18.8,0.17,0.06,22.0,683,87.1,2384,88.9,93.0,73.7,7,47,9,3,53,27,1.53,2,0.11,70,43,58,33,27,3,24,25,1010,40,297,558,173,14,31,54.8,32.3,573,1015,10,10,1,29,24,623,19,35,31,0,7,110,17,17,50.0,1
Matthijs de Ligt,NED,Manchester Utd,DF,25,28,24,2089,2,0,3,0,2.5,0.3,7,55,6,0.09,0.0,0.11,0.01,N/a,N/a,N/a,N/a,50.0,0.39,0.11,7.9,1225,90.1,5917,94.1,94.5,50.5,6,63,2,1,55,14,0.6,1,0.04,30,22,32,9,29,21,8,33,1584,181,813,722,56,29,4,50.0,50.0,1063,2219,7,3,0,5,3,1142,6,16,12,2,6,66,57,29,66.3,1
Matt Doherty,IRL,Wolves,DF,33,27,22,1901,2,1,6,0,1.0,1.5,29,75,39,0.09,0.05,0.05,0.07,N/a,N/a,N/a,N/a,30.0,0.14,0.20,11.4,968,82.5,5969,90.1,86.4,62.4,11,86,14,1,75,24,1.14,3,0.14,36,20,22,7,26,15,11,21,1389,114,540,687,179,25,20,55.0,30.0,726,2032,29,19,4,11,5,879,39,18,11,2,18,98,48,19,71.6,1
Maxence Lacroix,FRA,Crystal Palace,DF,25,31,31,2756,1,1,5,0,2.8,0.8,8,59,7,0.03,0.03,0.09,0.02,N/a,N/a,N/a,N/a,20.0,0.16,0.04,11.8,1093,81.9,8899,85.3,90.9,55.3,6,66,2,1,59,26,0.85,4,0.13,67,40,47,15,41,16,25,50,1737,314,1060,612,72,36,13,61.5,23.1,931,1946,8,4,0,21,3,1024,7,31,18,1,6,121,54,44,55.1,1
Jacob Greaves,ENG,Ipswich Town,DF,24,21,21,1845,1,0,5,0,1.2,0.0,6,51,7,0.05,0.0,0.06,0.0,N/a,N/a,N/a,N/a,50.0,0.2,0.13,8.3,792,86.5,5016,93.1,90.1,41.4,2,59,1,0,51,13,0.63,0,0.0,31,14,26,9,36,24,12,18,1141,243,618,456,71,15,3,66.7,33.3,524,925,6,9,0,7,2,704,7,11,18,1,0,43,58,38,60.4,1
Idrissa Gana Gueye,SEN,Everton,MF,35,33,31,2705,0,3,8,0,1.1,1.7,24,126,23,0.0,0.1,0.04,0.06,N/a,N/a,N/a,N/a,18.5,0.17,0.00,25.2,1062,86.5,4729,90.7,90.5,74.0,19,130,10,3,126,56,1.86,3,0.1,123,74,87,33,44,9,35,41,1571,68,382,891,307,19,36,47.2,47.2,733,1501,24,25,4,30,33,895,23,51,39,0,7,177,22,15,59.5,1
Mateus Fernandes,POR,Southampton,MF,20,32,30,2584,2,3,8,0,3.8,2.6,72,130,99,0.07,0.1,0.13,0.09,N/a,N/a,N/a,N/a,36.8,0.49,0.05,18.6,975,79.7,3879,87.9,85.3,54.9,30,89,21,4,130,68,2.37,6,0.21,81,43,60,31,39,5,34,20,1573,57,335,771,503,45,95,45.3,46.3,813,2922,72,65,8,50,33,975,99,40,52,3,102,162,13,9,59.1,1
Christian Nørgaard,DEN,Brentford,MF,31,29,29,2369,5,2,5,1,3.6,0.8,12,122,34,0.19,0.08,0.14,0.03,N/a,N/a,N/a,N/a,33.3,0.42,0.15,14.9,985,81.7,5403,87.1,86.1,58.5,15,119,22,3,122,47,1.79,9,0.34,72,44,67,25,47,18,29,42,1526,153,530,723,288,50,12,50.0,33.3,703,1147,12,12,4,28,18,916,34,37,26,1,13,173,40,29,58.0,1
Mikel Merino,ESP,Arsenal,"MF,FW",28,25,15,1401,6,2,2,0,4.4,1.9,9,61,86,0.39,0.13,0.28,0.12,N/a,N/a,N/a,N/a,37.5,0.77,0.19,10.5,412,77.9,1613,87.0,78.3,53.3,15,33,24,4,61,39,2.51,4,0.26,38,22,29,14,17,5,12,13,709,35,127,300,291,72,17,41.2,35.3,349,638,9,12,4,21,22,460,86,35,20,7,12,76,57,52,52.3,1
Mateo Kovačić,CRO,Manchester City,MF,30,28,22,1960,6,1,5,0,1.7,3.5,51,142,15,0.28,0.05,0.08,0.16,N/a,N/a,N/a,N/a,31.6,0.55,0.16,22.2,1523,92.5,6173,95.0,95.6,62.5,28,178,27,0,142,59,2.71,6,0.28,61,36,59,32,19,0,19,20,1859,48,274,1063,543,16,38,52.6,28.9,1259,3432,51,71,3,16,29,1506,15,22,22,0,0,109,9,7,56.3,1
Cristian Romero,ARG,Tottenham,DF,27,18,18,1416,1,0,3,0,1.6,0.6,12,71,3,0.06,0.0,0.1,0.04,N/a,N/a,N/a,N/a,50.0,0.51,0.06,9.1,1094,89.5,8197,91.4,94.7,63.5,7,109,8,1,71,20,1.27,4,0.25,35,29,30,9,18,3,15,21,1377,157,594,720,74,23,4,25.0,50.0,896,2893,12,18,0,10,5,936,3,14,12,2,3,90,41,27,60.3,1
Harry Winks,ENG,Leicester City,MF,29,22,17,1538,0,2,4,0,0.2,1.2,19,101,11,0.0,0.12,0.01,0.07,N/a,N/a,N/a,N/a,40.0,0.23,0.00,29.2,910,87.1,5048,92.2,91.2,57.9,17,110,7,5,101,39,2.28,3,0.18,24,11,30,17,19,7,12,9,1158,49,275,746,151,1,12,25.0,66.7,696,1522,19,13,0,13,8,827,11,9,13,0,34,106,8,6,57.1,1
Curtis Jones,ENG,Liverpool,"MF,DF",24,28,16,1415,3,3,3,1,4.1,1.0,21,83,67,0.19,0.19,0.26,0.06,N/a,N/a,N/a,N/a,41.4,0.76,0.10,15.6,800,93.2,2335,96.8,93.0,73.7,19,58,16,0,83,40,2.54,7,0.45,33,17,22,8,15,7,8,5,1014,26,155,536,329,50,16,62.5,31.3,612,1318,21,14,5,22,29,759,67,15,21,1,6,75,13,12,52.0,1
Daichi Kamada,JPN,Crystal Palace,MF,28,30,13,1338,0,0,3,1,1.0,1.8,23,73,52,0.0,0.0,0.07,0.12,N/a,N/a,N/a,N/a,23.5,0.27,0.00,19.4,511,79.5,2137,87.9,82.0,55.1,19,39,13,2,73,46,3.09,3,0.2,43,25,37,25,19,4,15,16,804,18,172,420,217,28,13,30.8,53.8,403,949,23,17,4,13,18,518,52,25,17,2,27,67,3,12,20.0,1
Dan Burn,ENG,Newcastle Utd,DF,32,33,33,2970,1,0,10,0,1.8,0.9,9,57,10,0.03,0.0,0.05,0.03,N/a,N/a,N/a,N/a,25.0,0.15,0.05,10.0,1576,89.3,9934,91.0,94.8,61.8,8,35,7,0,57,21,0.64,3,0.09,33,19,32,15,32,23,9,26,2102,333,1181,823,103,46,4,75.0,25.0,1203,2360,9,5,1,21,3,1417,10,28,11,5,2,91,127,62,67.2,1
Matty Cash,POL,Aston Villa,DF,27,23,20,1710,1,1,6,0,0.3,1.1,44,38,70,0.05,0.05,0.02,0.06,N/a,N/a,N/a,N/a,40.0,0.21,0.10,19.0,607,78.6,2861,89.7,79.8,49.4,10,36,8,4,38,22,1.16,2,0.11,46,26,33,10,17,6,11,21,963,70,350,382,242,37,32,46.9,43.8,479,1576,44,33,4,17,6,547,70,24,15,1,30,61,17,19,47.2,1
Max Kilman,ENG,West Ham,DF,27,34,34,2988,0,1,4,0,1.4,1.2,29,109,6,0.0,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.2,0.06,0.00,8.4,1508,86.9,9874,92.1,92.7,58.5,16,100,4,0,109,28,0.84,3,0.09,30,17,23,4,55,37,18,37,2111,424,1173,849,104,30,20,70.0,10.0,1109,2855,29,12,2,16,2,1402,6,17,12,2,3,135,101,48,67.8,1
James Justin,ENG,Leicester City,DF,27,32,30,2579,2,1,5,0,1.5,0.6,37,86,92,0.07,0.03,0.05,0.02,N/a,N/a,N/a,N/a,25.0,0.21,0.08,16.0,1051,77.6,5060,86.4,84.1,34.7,13,71,21,7,86,31,1.08,1,0.03,48,29,49,22,39,13,26,42,1713,131,594,767,362,37,29,31.0,44.8,770,1577,37,25,4,31,13,951,92,21,34,2,53,75,58,46,55.8,1
Marc Cucurella,ESP,Chelsea,DF,26,32,29,2628,4,1,10,1,2.6,1.9,30,104,108,0.14,0.03,0.09,0.06,N/a,N/a,N/a,N/a,40.9,0.31,0.18,16.5,1529,88.0,6756,93.9,90.0,57.4,18,108,12,3,104,46,1.58,5,0.17,58,38,50,25,40,13,27,23,2014,100,603,933,486,72,13,30.8,53.8,864,2105,30,17,2,26,6,1259,108,33,32,3,29,110,29,51,36.3,1
Marc Guéhi,ENG,Crystal Palace,DF,24,32,32,2879,3,2,9,1,1.9,1.2,22,126,8,0.09,0.06,0.06,0.04,N/a,N/a,N/a,N/a,50.0,0.22,0.21,10.3,1377,83.3,10841,91.1,88.8,55.3,12,127,11,3,126,38,1.19,5,0.16,56,31,45,15,53,22,31,25,1994,292,987,881,137,31,14,78.6,14.3,1065,2804,22,17,1,16,16,1243,8,22,26,1,13,135,66,50,56.9,1
Jan Paul van Hecke,NED,Brighton,DF,24,30,29,2598,1,1,8,1,1.3,1.5,53,209,5,0.03,0.03,0.04,0.05,N/a,N/a,N/a,N/a,31.3,0.17,0.06,14.1,1795,87.9,13506,93.0,93.0,65.6,13,202,16,4,209,48,1.66,3,0.1,39,25,37,17,32,19,13,23,2316,246,987,1196,153,30,10,40.0,40.0,1536,6643,53,41,0,12,7,1628,5,22,22,0,11,119,73,48,60.3,1
Daniel Muñoz,COL,Crystal Palace,DF,28,33,33,2868,4,4,9,0,4.6,4.4,49,83,183,0.13,0.13,0.14,0.14,N/a,N/a,N/a,N/a,37.5,0.38,0.13,12.3,1004,75.8,4450,85.7,77.1,44.3,39,53,31,13,83,74,2.32,9,0.28,109,70,86,37,35,3,32,39,1788,107,508,743,556,89,50,38.0,58.0,695,1461,49,32,15,50,18,846,183,47,19,13,60,149,56,73,43.4,1
Illia Zabarnyi,UKR,Bournemouth,DF,22,31,30,2662,0,0,3,1,1.0,0.6,24,123,4,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,8.8,1199,81.6,9497,90.7,90.8,53.2,11,129,6,0,123,28,0.95,0,0.0,46,32,43,13,32,19,13,34,1772,207,825,901,65,11,8,62.5,25.0,1106,4285,24,20,0,14,3,1109,4,17,6,0,5,140,67,37,64.4,1
Jan Bednarek,POL,Southampton,DF,29,28,28,2351,2,0,7,0,0.7,0.5,4,58,2,0.08,0.0,0.02,0.02,N/a,N/a,N/a,N/a,40.0,0.08,0.40,16.0,1494,92.5,8587,95.3,94.5,75.9,5,71,1,0,58,16,0.61,0,0.0,35,18,30,15,43,32,11,53,1952,358,1027,892,40,15,3,100.0,0.0,995,1644,4,5,1,9,3,1248,2,31,12,0,1,102,69,36,65.7,1
James Tarkowski,ENG,Everton,DF,32,33,33,2922,1,1,6,0,1.3,2.9,9,75,3,0.03,0.03,0.04,0.09,N/a,N/a,N/a,N/a,26.7,0.12,0.07,8.4,1045,81.0,8229,84.5,91.9,62.7,16,83,11,0,75,38,1.17,4,0.12,64,40,39,15,57,42,15,41,1706,355,974,635,106,57,7,71.4,28.6,727,1943,9,10,0,13,7,927,3,35,28,2,1,98,102,33,75.6,1
Evanilson,BRA,Bournemouth,FW,25,26,23,1903,9,0,0,0,11.0,1.5,25,19,86,0.43,0.0,0.52,0.07,N/a,N/a,N/a,N/a,45.2,1.32,0.15,12.9,190,68.8,495,73.5,71.4,69.2,22,14,2,0,19,55,2.6,7,0.33,14,9,10,4,10,2,8,0,462,22,47,172,246,112,19,31.6,36.8,267,695,25,14,14,30,21,322,86,28,40,16,0,55,38,55,40.9,2
Erling Haaland,NOR,Manchester City,FW,24,28,28,2480,21,3,2,0,20.8,2.8,19,18,103,0.76,0.11,0.76,0.1,N/a,N/a,N/a,N/a,54.5,1.96,0.19,12.2,225,66.0,532,70.6,66.7,66.7,26,9,7,1,18,62,2.25,9,0.33,9,5,6,4,11,1,10,5,578,22,39,200,344,170,32,34.4,59.4,272,478,19,14,19,39,25,427,103,22,12,4,3,29,49,45,52.1,2
Ismaila Sarr,SEN,Crystal Palace,"MF,FW",27,34,26,2392,7,4,4,0,8.7,7.0,67,76,164,0.26,0.15,0.33,0.26,N/a,N/a,N/a,N/a,50.0,0.9,0.15,13.3,438,66.6,1956,74.8,70.8,47.7,37,26,36,8,76,97,3.65,9,0.34,21,10,23,16,22,7,15,8,954,39,156,367,441,118,51,29.4,52.9,526,1855,67,42,26,61,41,650,164,12,49,11,50,99,31,46,40.3,2
Amad Diallo,CIV,Manchester Utd,"FW,MF",22,22,17,1594,6,6,3,0,4.1,3.9,92,53,159,0.34,0.34,0.23,0.22,N/a,N/a,N/a,N/a,32.5,0.73,0.15,17.7,658,82.9,1880,90.4,85.3,52.4,39,25,29,5,53,80,4.52,16,0.9,33,26,26,11,10,0,10,11,1012,13,150,374,504,109,72,50.0,44.4,656,2294,92,46,52,35,32,714,159,19,23,9,38,93,9,15,37.5,2
Harvey Barnes,ENG,Newcastle Utd,FW,27,29,13,1413,9,4,0,0,6.3,3.7,74,69,159,0.57,0.25,0.4,0.24,N/a,N/a,N/a,N/a,30.8,1.02,0.17,14.7,402,79.3,1606,87.2,74.7,64.7,21,21,34,8,69,52,3.3,9,0.57,16,9,7,4,7,1,6,6,675,15,82,225,373,101,56,37.5,50.0,470,2026,74,38,41,24,18,538,159,10,18,4,37,46,5,14,26.3,2
Enzo Fernández,ARG,Chelsea,MF,24,32,28,2590,5,7,7,0,5.4,6.3,57,196,115,0.17,0.24,0.19,0.22,N/a,N/a,N/a,N/a,36.7,0.63,0.10,18.6,1397,80.0,6960,88.8,84.9,58.4,71,155,39,7,196,137,4.76,16,0.56,61,30,78,49,32,5,27,11,2021,32,309,1027,698,73,46,45.7,39.1,1115,2529,57,53,8,27,27,1487,115,45,47,1,103,141,13,27,32.5,2
Iliman Ndiaye,SEN,Everton,FW,25,29,26,2162,7,0,3,0,5.2,1.6,79,45,106,0.29,0.0,0.22,0.07,N/a,N/a,N/a,N/a,41.9,0.54,0.16,17.3,514,80.6,1590,86.0,85.8,68.0,17,34,14,5,45,58,2.42,5,0.21,47,25,44,25,25,4,21,17,956,32,197,397,410,74,134,45.5,47.0,551,2169,79,40,29,48,38,582,106,21,46,5,35,160,5,17,22.7,2
João Pedro,BRA,Brighton,"FW,MF",23,27,23,1948,10,6,4,1,8.9,5.0,66,78,128,0.46,0.28,0.41,0.23,N/a,N/a,N/a,N/a,35.7,0.69,0.12,17.2,482,72.9,1766,78.7,75.1,65.9,30,42,36,5,78,72,3.32,9,0.42,16,12,11,7,12,0,12,9,940,12,60,387,508,122,86,33.7,54.7,616,1821,66,39,30,72,38,732,128,26,46,2,22,59,41,43,48.8,2
Jack Harrison,ENG,Everton,FW,28,30,22,1887,1,0,0,0,3.3,3.7,62,45,116,0.05,0.0,0.16,0.18,N/a,N/a,N/a,N/a,22.2,0.29,0.04,16.3,374,63.2,2210,81.4,68.6,34.0,32,26,24,10,45,53,2.53,4,0.19,30,21,40,26,18,2,16,9,862,31,144,304,421,62,71,31.0,57.7,473,1439,62,32,14,50,37,556,116,13,26,4,115,65,4,26,13.3,2
Andreas Pereira,BRA,Fulham,MF,29,31,23,1879,2,4,7,0,3.5,4.5,27,99,78,0.1,0.19,0.17,0.21,N/a,N/a,N/a,N/a,22.9,0.38,0.06,22.1,641,68.9,3703,83.6,78.3,41.0,56,64,19,4,99,101,4.84,8,0.38,22,12,40,30,16,2,14,8,1096,17,156,446,511,39,29,44.8,27.6,556,1266,27,35,8,26,21,648,78,27,23,1,168,97,12,22,35.3,2
Yoane Wissa,COD,Brentford,FW,28,30,29,2470,16,3,2,0,14.9,1.8,48,56,131,0.58,0.11,0.54,0.07,N/a,N/a,N/a,N/a,45.9,1.24,0.22,13.7,394,77.1,1374,86.4,75.3,61.0,23,40,9,1,56,58,2.11,8,0.29,18,8,23,14,25,5,20,8,801,29,124,325,365,138,43,27.9,51.2,472,1345,48,20,26,62,27,569,131,26,44,14,20,61,28,31,47.5,2
Jeremy Doku,BEL,Manchester City,"FW,MF",22,25,14,1307,3,5,1,0,1.0,3.9,176,62,235,0.21,0.34,0.07,0.27,N/a,N/a,N/a,N/a,37.5,0.62,0.13,18.2,517,79.5,1313,86.8,81.9,66.7,25,10,41,5,62,63,4.34,12,0.83,28,19,14,7,10,1,9,4,878,4,42,205,654,122,175,56.0,28.0,678,4066,176,83,80,51,50,729,235,7,30,5,48,52,0,10,0.0,2
Jacob Murphy,ENG,Newcastle Utd,FW,30,31,27,2084,8,11,3,0,5.6,8.1,69,63,210,0.35,0.48,0.24,0.35,N/a,N/a,N/a,N/a,36.6,0.65,0.20,18.1,593,68.2,2824,84.1,66.9,42.9,38,46,35,15,63,73,3.16,14,0.61,22,15,30,14,31,0,31,11,1111,20,158,408,556,82,61,49.2,47.5,650,2055,69,31,24,30,33,802,210,11,14,3,108,88,4,15,21.1,2
Alex Iwobi,NGA,Fulham,"FW,MF",28,34,32,2721,9,6,1,0,4.4,6.5,133,196,221,0.3,0.2,0.15,0.21,N/a,N/a,N/a,N/a,44.3,0.89,0.15,18.3,1036,74.4,5225,85.8,77.3,54.2,53,106,77,16,196,112,3.7,16,0.53,37,21,28,11,25,1,24,11,1692,31,225,677,815,107,84,50.0,45.2,1201,4048,133,100,37,54,39,1321,221,17,16,4,118,124,5,31,13.9,2
Gabriel Martinelli,BRA,Arsenal,"FW,MF",23,29,21,1956,7,4,1,0,5.9,4.5,106,44,259,0.32,0.18,0.27,0.21,N/a,N/a,N/a,N/a,42.2,0.87,0.16,13.0,429,71.0,1342,83.1,69.2,51.1,34,10,30,13,44,61,2.81,6,0.28,19,14,22,16,10,0,10,4,860,15,83,218,571,162,103,29.1,55.3,576,2268,106,29,55,48,33,655,259,14,19,8,80,70,14,29,32.6,2
Adama Traoré,ESP,Fulham,"FW,MF",29,32,16,1568,2,6,2,0,3.8,4.6,85,61,143,0.11,0.34,0.22,0.26,N/a,N/a,N/a,N/a,30.6,0.63,0.06,14.4,383,71.9,1501,80.9,73.4,55.3,37,32,32,17,61,73,4.19,9,0.52,17,12,13,8,6,0,6,1,725,4,74,257,414,86,87,50.6,36.8,482,2196,85,41,33,31,20,549,143,20,29,1,90,77,24,25,49.0,2
Jamie Vardy,ENG,Leicester City,FW,38,32,32,2571,7,3,5,0,10.2,2.9,27,20,108,0.25,0.11,0.36,0.1,N/a,N/a,N/a,N/a,40.0,0.7,0.12,12.1,238,66.9,384,74.3,76.2,68.4,18,10,9,1,20,42,1.47,9,0.31,18,13,12,8,8,4,4,3,540,28,54,252,239,101,20,45.0,50.0,255,621,27,11,14,33,12,350,108,21,20,25,11,34,49,51,49.0,2
Jarrod Bowen,ENG,West Ham,"FW,MF",28,30,30,2631,9,7,1,0,7.5,6.3,97,87,183,0.31,0.24,0.25,0.22,N/a,N/a,N/a,N/a,40.0,1.03,0.11,17.8,509,71.8,2513,83.9,76.6,54.5,49,37,42,7,87,102,3.49,13,0.44,36,23,37,20,21,3,18,16,1097,25,125,398,597,150,114,35.1,57.0,647,2271,97,43,55,67,68,718,183,18,47,9,100,120,11,44,20.0,2
Jean-Philippe Mateta,FRA,Crystal Palace,FW,27,33,30,2442,14,2,2,0,12.1,3.1,37,46,114,0.52,0.07,0.45,0.11,N/a,N/a,N/a,N/a,41.7,0.92,0.20,15.6,269,65.0,924,76.4,62.5,31.8,27,31,15,2,46,56,2.06,8,0.29,17,12,16,13,16,3,13,2,680,24,57,327,310,86,42,42.9,47.6,363,894,37,20,8,67,41,502,114,27,26,17,24,60,59,95,38.3,2
